vote_intention,consider_trump,not_trump,primary_party,education,state,race,gender,age_group
Yes,Yes,Yes,Other,Some college,CA,Black,Male,30-49
Yes,Yes,Other,Republican,Some college,GA,Other,Female,30-49
Yes,Other,Other,Other,College degree,FL,White,Female,70+
Other,Yes,No,Other,Some college,LA,White,Female,30-49
Yes,Yes,No,Republican,Some college,MA,White,Male,70+
Yes,Yes,No,Republican,College degree,IN,White,Male,30-49
Yes,Other,No,Other,High school or less,MA,Other,Female,18-29
Yes,Yes,No,Republican,Some college,TX,White,Female,50-69
Yes,Yes,No,Republican,Some college,OH,White,Female,30-49
No,No,Other,Other,Some college,IL,White,Female,18-29
Yes,No,Other,Democratic,Some college,NY,Black,Female,18-29
Yes,Yes,No,Republican,High school or less,CA,White,Male,50-69
Other,Other,Other,Other,High school or less,KS,White,Female,18-29
Yes,Yes,No,Republican,Some college,NE,White,Female,50-69
Yes,Yes,No,Republican,High school or less,KY,White,Female,30-49
Yes,No,Other,Democratic,Some college,NC,Black,Female,30-49
No,Other,Other,Other,High school or less,CA,Asian,Male,50-69
Yes,No,Other,Democratic,Postgrad,PA,Asian,Female,30-49
Other,Other,Yes,Other,Some college,GA,White,Female,18-29
Yes,No,Other,Democratic,High school or less,SC,Black,Female,18-29
Yes,Yes,Yes,Republican,Some college,PA,White,Male,18-29
Yes,Yes,Yes,Republican,Some college,TX,White,Female,30-49
Yes,No,Other,Democratic,Postgrad,MT,White,Female,18-29
Yes,Other,Other,Republican,Some college,TX,White,Female,50-69
Yes,Yes,No,Republican,Some college,IN,White,Female,70+
Yes,Yes,No,Republican,Some college,MN,White,Female,30-49
Yes,Yes,No,Republican,Some college,IA,White,Male,18-29
Yes,Yes,Yes,Republican,Some college,IL,White,Male,30-49
No,No,Other,Other,Some college,PA,White,Male,30-49
Yes,Yes,No,Other,Postgrad,MI,White,Female,30-49
Yes,Other,Yes,Republican,High school or less,PA,White,Male,18-29
Yes,Yes,No,Republican,Some college,NJ,White,Male,18-29
No,No,Other,Other,High school or less,MA,White,Female,18-29
Yes,No,Other,Democratic,Some college,CA,White,Male,50-69
Yes,No,Other,Democratic,Postgrad,NC,White,Male,30-49
Yes,No,Other,Democratic,Postgrad,NY,White,Female,50-69
Yes,Yes,Yes,Democratic,Postgrad,TX,Black,Male,18-29
Yes,Yes,Other,Other,High school or less,TX,White,Male,30-49
Yes,No,Other,Democratic,Postgrad,NY,White,Female,70+
No,No,Other,Other,High school or less,OH,White,Female,18-29
Yes,Yes,Other,Republican,College degree,NE,White,Female,50-69
Other,Other,Other,Other,College degree,WY,White,Female,18-29
Yes,No,Other,Democratic,Some college,NJ,Black,Female,18-29
Yes,No,Other,Other,College degree,AZ,White,Male,70+
Yes,Yes,No,Republican,Postgrad,TX,White,Female,50-69
Yes,No,Other,Republican,Postgrad,TX,Black,Female,18-29
Yes,Yes,No,Republican,Postgrad,TX,White,Female,30-49
Yes,No,Other,Democratic,College degree,MD,Black,Female,30-49
Yes,No,Other,Democratic,Postgrad,WI,White,Female,50-69
Other,Other,Yes,Other,Some college,NE,White,Male,30-49
Yes,No,Other,Democratic,High school or less,MD,White,Female,70+
Yes,No,Other,Republican,Some college,NV,White,Female,50-69
Yes,Yes,Yes,Republican,College degree,TN,White,Female,30-49
Yes,No,Other,Democratic,Some college,MI,White,Male,70+
Other,Other,Yes,Other,High school or less,TX,Other,Male,18-29
Other,Other,Other,Other,High school or less,FL,White,Male,18-29
Yes,Yes,Yes,Democratic,Some college,NJ,Black,Male,18-29
Other,Yes,Other,Other,High school or less,MO,White,Male,30-49
Other,Other,Other,Other,Some college,TX,White,Female,30-49
Yes,No,Other,Democratic,Some college,FL,White,Female,30-49
Yes,Yes,No,Republican,High school or less,LA,White,Female,18-29
Yes,Other,Yes,Democratic,High school or less,NJ,White,Female,70+
Other,No,Other,Other,Some college,OH,White,Female,18-29
Yes,Other,Other,Other,Some college,CO,White,Male,18-29
Yes,Yes,No,Republican,Some college,CO,White,Female,70+
Yes,Yes,No,Republican,Some college,PA,White,Male,30-49
Yes,Yes,No,Republican,Postgrad,FL,White,Male,30-49
Yes,No,Other,Democratic,Some college,NC,White,Male,30-49
Yes,No,Other,Republican,Some college,IL,White,Male,50-69
Yes,No,Other,Democratic,Postgrad,CA,Black,Female,30-49
Other,Yes,Yes,Other,Some college,FL,White,Female,30-49
Yes,No,Other,Democratic,Some college,MA,White,Male,30-49
Yes,Other,Yes,Democratic,College degree,TX,Black,Male,18-29
Yes,Yes,No,Republican,College degree,NJ,Black,Female,50-69
Yes,Other,Yes,Other,Postgrad,PA,White,Male,30-49
Yes,No,Other,Democratic,College degree,NC,Asian,Female,18-29
Yes,Yes,No,Other,Some college,NY,White,Male,70+
Yes,Yes,No,Republican,Some college,OH,White,Male,50-69
Yes,Other,Other,Other,Some college,WA,White,Male,30-49
Yes,No,Other,Democratic,Postgrad,FL,Asian,Female,30-49
Yes,Yes,No,Republican,Some college,TN,White,Male,30-49
Yes,Yes,No,Republican,High school or less,SC,White,Male,30-49
Yes,No,Other,Democratic,Postgrad,AL,White,Female,30-49
Other,Yes,No,Other,High school or less,PA,White,Male,30-49
Other,No,Other,Democratic,Some college,AZ,Black,Male,30-49
Yes,No,Other,Democratic,Some college,MO,White,Male,30-49
Yes,No,Other,Other,Some college,CA,White,Male,50-69
Yes,Yes,Other,Other,High school or less,NJ,White,Female,50-69
Yes,No,Other,Democratic,College degree,GA,White,Female,70+
Yes,Other,Yes,Democratic,Some college,WA,White,Male,30-49
No,Yes,Yes,Republican,Some college,IL,Asian,Female,30-49
Yes,Yes,Yes,Republican,College degree,SC,White,Male,50-69
Yes,No,Other,Democratic,Some college,AZ,White,Male,30-49
Yes,Yes,Yes,Republican,Postgrad,WA,White,Male,50-69
Yes,No,Other,Other,Some college,GA,Black,Female,18-29
Yes,Yes,No,Republican,College degree,PA,White,Male,30-49
Other,No,Other,Other,Some college,PA,White,Female,18-29
Yes,Yes,Yes,Republican,Some college,GA,White,Male,30-49
Yes,Yes,Yes,Republican,Postgrad,KY,White,Male,30-49
Yes,No,Other,Democratic,High school or less,KS,White,Male,30-49
Other,No,Other,Other,Postgrad,IL,Asian,Male,30-49
Yes,No,Other,Democratic,Some college,OK,White,Female,18-29
Yes,Yes,No,Other,College degree,NJ,White,Male,30-49
Yes,No,Other,Democratic,Postgrad,TN,White,Male,50-69
Other,Other,Other,Republican,High school or less,OH,White,Male,50-69
Yes,No,Other,Democratic,Some college,AZ,White,Male,18-29
Yes,Yes,Yes,Other,Some college,MI,White,Male,18-29
Yes,Yes,Other,Republican,College degree,WA,White,Male,50-69
Yes,No,Other,Democratic,College degree,IN,Black,Female,30-49
Yes,No,Other,Democratic,Some college,FL,White,Female,30-49
Yes,Yes,Other,Republican,Some college,NJ,White,Female,50-69
Yes,No,Other,Other,Some college,MA,White,Male,30-49
No,Other,Other,Other,High school or less,AR,White,Male,18-29
Yes,No,Other,Democratic,High school or less,FL,White,Male,30-49
Other,Other,Other,Other,High school or less,MI,White,Male,18-29
Yes,No,Other,Democratic,Some college,TX,White,Female,30-49
Yes,Yes,Yes,Republican,Postgrad,LA,White,Male,30-49
Yes,No,Other,Democratic,Postgrad,MD,White,Male,30-49
Other,No,Other,Democratic,College degree,MN,Asian,Female,50-69
Yes,Yes,Yes,Democratic,Postgrad,TN,White,Female,18-29
Yes,No,Other,Democratic,Some college,AR,Other,Female,30-49
Yes,Yes,Yes,Democratic,Postgrad,FL,White,Male,30-49
Yes,No,Other,Democratic,Postgrad,MN,White,Female,30-49
Other,No,Other,Democratic,High school or less,KS,White,Female,30-49
Yes,No,Other,Republican,Postgrad,CA,Asian,Male,30-49
Yes,No,Other,Other,Some college,LA,Other,Female,50-69
Yes,Yes,Yes,Other,College degree,IN,White,Female,18-29
Yes,Yes,Yes,Other,College degree,ME,White,Male,30-49
Yes,No,Other,Democratic,College degree,IA,White,Male,30-49
Yes,No,Other,Democratic,Postgrad,OH,White,Female,18-29
Yes,No,Other,Other,Some college,NY,White,Male,30-49
Yes,Other,Other,Republican,College degree,TX,White,Female,30-49
Yes,No,Other,Democratic,High school or less,GA,Black,Male,30-49
Yes,No,Other,Democratic,College degree,CO,Black,Female,18-29
Yes,No,Other,Other,Some college,IL,White,Male,30-49
No,No,Other,Other,Some college,AR,White,Female,18-29
Yes,No,Other,Other,Some college,MO,White,Female,18-29
Yes,No,Other,Democratic,Some college,WA,White,Male,70+
No,No,Other,Other,Some college,NY,White,Female,30-49
Yes,No,Other,Democratic,College degree,NY,Black,Female,30-49
Yes,No,Other,Democratic,Postgrad,CA,White,Female,50-69
Other,Other,Other,Other,Some college,WV,White,Female,18-29
Other,No,Other,Other,Some college,FL,Other,Female,30-49
Yes,No,Other,Democratic,Postgrad,MI,White,Male,30-49
Yes,No,Other,Democratic,College degree,PA,White,Female,30-49
Yes,Yes,No,Republican,Some college,IN,White,Female,18-29
Yes,Yes,No,Other,High school or less,AZ,White,Female,30-49
Yes,No,Other,Other,Postgrad,CA,White,Female,18-29
Yes,Other,Other,Republican,Some college,TX,Asian,Female,30-49
Yes,No,Other,Democratic,High school or less,MI,White,Female,18-29
Yes,Yes,No,Republican,Some college,OH,Asian,Female,30-49
Yes,No,Other,Democratic,Some college,NJ,White,Female,50-69
Other,Yes,Other,Republican,Some college,NC,White,Female,18-29
Yes,No,Other,Democratic,Some college,NY,White,Female,50-69
Yes,Other,Other,Other,High school or less,DE,Black,Male,30-49
No,No,Other,Other,High school or less,IN,White,Female,18-29
Yes,No,Other,Other,Some college,TX,White,Female,18-29
Yes,No,Other,Democratic,Some college,TX,Black,Female,50-69
Yes,Other,Other,Republican,Some college,CO,White,Female,50-69
Yes,No,Other,Republican,Some college,ND,White,Male,30-49
Yes,No,Other,Democratic,College degree,CA,White,Female,30-49
Yes,No,Other,Other,College degree,PA,White,Male,30-49
Yes,No,Other,Other,Postgrad,FL,White,Female,30-49
Yes,No,Other,Republican,Some college,NC,White,Female,18-29
Yes,No,Other,Democratic,College degree,MA,White,Female,18-29
Yes,Yes,Other,Republican,High school or less,OH,White,Female,30-49
No,No,Other,Other,Some college,VA,Other,Female,30-49
Yes,No,Other,Democratic,High school or less,TX,Black,Female,18-29
Yes,No,Other,Democratic,High school or less,AR,Black,Female,30-49
Yes,Yes,No,Republican,College degree,AZ,Asian,Female,18-29
Yes,No,Other,Democratic,Some college,OH,Black,Female,18-29
Yes,No,Other,Democratic,Some college,CA,White,Male,50-69
Yes,Yes,Yes,Other,Postgrad,OH,White,Female,30-49
Yes,No,Other,Democratic,Some college,FL,White,Male,50-69
Yes,Yes,No,Republican,Some college,KY,White,Female,30-49
Yes,Yes,Other,Republican,Some college,OH,White,Female,30-49
Yes,No,Other,Other,High school or less,TX,White,Female,30-49
Yes,No,Other,Other,Postgrad,MD,White,Female,30-49
Yes,No,Other,Democratic,College degree,MA,Asian,Female,30-49
Yes,No,Other,Democratic,Some college,CA,Black,Female,30-49
Yes,Yes,No,Republican,College degree,CA,White,Male,30-49
Yes,Yes,Yes,Other,Some college,FL,White,Male,30-49
Yes,No,Other,Democratic,Some college,GA,Black,Female,30-49
Yes,No,Other,Democratic,Some college,WI,White,Female,50-69
Yes,No,Other,Democratic,College degree,MO,Black,Female,18-29
Yes,No,Other,Other,Some college,FL,White,Female,30-49
Other,Yes,Yes,Republican,College degree,DC,Other,Male,18-29
Yes,No,Other,Democratic,College degree,NC,White,Male,50-69
Yes,Yes,Other,Republican,High school or less,CO,White,Male,30-49
Yes,No,Other,Democratic,Postgrad,WI,White,Female,30-49
Yes,No,Other,Other,High school or less,NC,White,Female,30-49
Yes,No,Other,Republican,High school or less,KY,White,Male,30-49
Yes,No,Other,Democratic,College degree,NY,White,Female,50-69
Yes,Yes,Yes,Other,Some college,TX,White,Female,30-49
Yes,No,Other,Democratic,Some college,MI,White,Female,50-69
Other,No,Other,Other,High school or less,NY,Other,Female,18-29
Yes,Other,Yes,Republican,Some college,SD,White,Female,30-49
Yes,Yes,No,Republican,College degree,OR,White,Male,50-69
Yes,Yes,No,Republican,Some college,AZ,White,Female,50-69
Yes,No,Other,Other,High school or less,SC,White,Male,30-49
Yes,No,Other,Democratic,College degree,UT,White,Female,30-49
Yes,No,Other,Democratic,Some college,FL,White,Male,50-69
Yes,No,Other,Democratic,College degree,CO,Other,Female,50-69
Yes,No,Other,Democratic,High school or less,IN,White,Male,30-49
No,No,Other,Other,Postgrad,TX,Asian,Female,30-49
Other,Yes,Yes,Other,Postgrad,IL,White,Male,30-49
Yes,No,Other,Republican,High school or less,IL,White,Female,18-29
Yes,No,Other,Other,College degree,NM,White,Female,30-49
Yes,No,Other,Democratic,Postgrad,TN,White,Female,18-29
Yes,No,Other,Democratic,Some college,TX,Black,Female,30-49
Yes,Yes,Yes,Republican,Some college,AL,White,Female,50-69
Yes,No,Other,Other,College degree,CO,White,Female,50-69
Yes,No,Other,Other,Postgrad,CT,Black,Female,30-49
Yes,Other,Yes,Republican,College degree,AR,White,Female,30-49
No,No,Other,Other,Some college,MS,White,Female,18-29
Yes,No,Other,Democratic,College degree,TX,White,Female,18-29
Yes,Yes,No,Republican,Some college,LA,White,Female,30-49
Other,Other,Yes,Other,Postgrad,WA,White,Male,30-49
Yes,No,Other,Democratic,Postgrad,NY,Black,Female,30-49
Yes,No,Other,Other,Postgrad,TX,White,Female,30-49
Yes,Yes,No,Republican,Some college,FL,White,Female,50-69
Yes,No,Other,Other,Postgrad,CA,White,Female,30-49
Yes,Yes,No,Republican,High school or less,GA,White,Male,50-69
Yes,No,Other,Democratic,Some college,MN,White,Male,18-29
Yes,No,Other,Democratic,High school or less,IN,White,Female,50-69
Yes,Other,Other,Other,College degree,NJ,White,Female,18-29
Yes,No,Other,Democratic,Some college,MS,Black,Female,30-49
Yes,Yes,No,Republican,High school or less,TX,White,Male,30-49
Yes,No,Other,Democratic,Some college,AR,White,Female,30-49
Yes,No,Other,Democratic,Some college,KY,Black,Female,30-49
Yes,No,Other,Democratic,College degree,NC,Black,Female,50-69
Yes,No,Other,Democratic,College degree,MI,Black,Female,30-49
Other,No,Other,Other,Some college,NJ,White,Female,18-29
Yes,No,Other,Democratic,College degree,OR,White,Female,30-49
Yes,No,Other,Democratic,College degree,FL,Black,Female,30-49
Yes,Yes,Other,Republican,College degree,FL,Asian,Female,30-49
Yes,No,Other,Democratic,Some college,IN,White,Male,70+
Yes,No,Other,Democratic,College degree,IN,White,Male,18-29
Yes,No,Other,Democratic,Some college,CA,White,Female,30-49
Yes,Yes,No,Other,Some college,IA,White,Female,70+
No,Yes,No,Other,High school or less,FL,White,Male,30-49
Yes,No,Other,Democratic,Postgrad,FL,White,Male,30-49
Other,No,Other,Democratic,Some college,NY,White,Female,30-49
Yes,No,Other,Other,Some college,NE,Black,Male,50-69
Yes,Yes,Other,Republican,College degree,MO,White,Female,50-69
Other,Other,Other,Other,College degree,AZ,Asian,Female,30-49
Yes,No,Other,Democratic,Some college,SC,Black,Female,30-49
Yes,No,Other,Democratic,High school or less,FL,White,Male,50-69
Yes,No,Other,Other,College degree,OR,White,Male,30-49
Yes,Yes,No,Republican,High school or less,MS,White,Male,30-49
Yes,Yes,No,Republican,Postgrad,PA,White,Female,50-69
Yes,No,Other,Other,Some college,NV,Other,Female,18-29
Yes,No,Other,Democratic,College degree,CA,Other,Male,50-69
Yes,Yes,No,Republican,Some college,NV,White,Male,30-49
Yes,Yes,No,Other,Some college,SC,Black,Male,18-29
Other,Other,Other,Other,Some college,NC,White,Male,30-49
Yes,No,Other,Other,High school or less,VA,White,Female,50-69
Other,No,Other,Other,College degree,CO,Asian,Female,30-49
Yes,No,Other,Democratic,College degree,OH,White,Female,18-29
No,No,Other,Other,High school or less,OK,White,Male,30-49
Yes,No,Other,Democratic,Some college,KY,Other,Female,18-29
Yes,Yes,Yes,Democratic,College degree,OK,White,Female,50-69
Yes,No,Other,Other,Postgrad,TX,Other,Male,30-49
Yes,Yes,Other,Democratic,Postgrad,CA,Black,Male,30-49
Yes,Yes,No,Republican,Some college,OK,White,Male,30-49
Yes,Other,Other,Other,Some college,IL,White,Male,30-49
Yes,Yes,Yes,Other,Some college,TX,White,Male,18-29
Yes,No,Other,Democratic,Some college,NY,Other,Male,18-29
Yes,Yes,No,Republican,High school or less,OK,White,Female,70+
Other,Other,Yes,Other,High school or less,IN,White,Female,30-49
Yes,Yes,No,Republican,Postgrad,CA,White,Male,30-49
Yes,No,Other,Other,Postgrad,IA,White,Female,30-49
Yes,Other,Other,Other,Some college,MS,White,Male,30-49
Yes,No,Other,Democratic,Some college,IL,Other,Female,30-49
Yes,No,Other,Democratic,High school or less,WI,White,Male,50-69
Yes,No,Other,Other,Some college,CA,Black,Female,50-69
Other,No,Other,Other,High school or less,CA,White,Female,18-29
Other,No,Other,Other,Some college,CA,Black,Female,30-49
Yes,No,Other,Democratic,Postgrad,CA,Asian,Female,30-49
Yes,No,Other,Democratic,High school or less,CO,American Indian,Female,18-29
No,Yes,No,Democratic,Some college,KY,White,Female,18-29
Yes,No,Other,Democratic,Some college,AZ,White,Female,30-49
Yes,Yes,Yes,Democratic,Postgrad,DC,White,Female,30-49
Yes,Yes,No,Republican,College degree,PA,Black,Male,30-49
Yes,No,Other,Democratic,Some college,CA,Black,Female,18-29
No,No,Other,Other,High school or less,TX,White,Female,18-29
Yes,No,Other,Democratic,High school or less,CA,White,Female,18-29
Yes,No,Other,Democratic,High school or less,FL,Black,Female,18-29
Yes,Yes,Yes,Republican,College degree,CA,White,Male,70+
Yes,Other,Yes,Republican,Postgrad,AZ,White,Female,30-49
Yes,Yes,Yes,Republican,Postgrad,TN,Black,Female,30-49
No,No,Other,Democratic,College degree,PA,White,Female,50-69
Yes,Yes,Yes,Other,College degree,ID,White,Female,50-69
Yes,No,Other,Republican,College degree,PA,White,Female,30-49
Yes,No,Other,Democratic,College degree,CA,Asian,Female,30-49
No,Yes,No,Other,Some college,MS,White,Female,30-49
Yes,No,Other,Democratic,Postgrad,TX,White,Female,30-49
Other,Other,Other,Other,High school or less,KY,White,Female,18-29
No,Other,Other,Other,Postgrad,NY,White,Female,50-69
Yes,Yes,Other,Other,Some college,TX,Black,Male,18-29
Yes,No,Other,Democratic,Postgrad,WA,White,Female,50-69
No,No,Other,Other,Some college,TN,White,Female,18-29
Yes,No,Other,Other,College degree,ID,White,Female,18-29
Yes,No,Other,Other,Postgrad,TX,White,Female,50-69
Yes,No,Other,Democratic,Postgrad,NY,Black,Male,30-49
Yes,No,Other,Democratic,College degree,CA,White,Female,30-49
Yes,No,Other,Democratic,College degree,VA,Other,Female,30-49
Yes,No,Other,Democratic,Postgrad,NC,Black,Female,30-49
Yes,No,Other,Other,High school or less,MO,White,Female,30-49
Other,No,Other,Other,High school or less,TN,Black,Male,50-69
No,No,Other,Other,Some college,AR,Black,Female,50-69
Yes,No,Other,Democratic,Some college,CA,White,Female,18-29
Yes,Yes,No,Republican,College degree,CO,White,Female,70+
Yes,No,Other,Other,High school or less,SC,White,Female,18-29
Yes,No,Other,Other,Some college,IN,White,Female,18-29
Yes,No,Other,Democratic,Some college,CA,White,Male,30-49
Yes,Yes,No,Republican,Some college,OR,White,Female,18-29
Yes,No,Other,Democratic,Some college,NM,Other,Female,30-49
Yes,No,Other,Democratic,Postgrad,CA,White,Female,70+
Other,Yes,Other,Other,High school or less,VA,White,Female,30-49
Yes,No,Other,Democratic,Postgrad,MO,White,Female,30-49
Yes,Other,Yes,Other,Some college,CA,White,Female,30-49
